,Event ID,Title,Event Type,Severity,Description,Source,Date
529,450,Heavy rainfall in south-western China in August 2020,Rain & flooding,More severe or more likely to occur,"""Atmospheric circulation explained about 47% of the observed intensity of the heavy rainfall event in mid-August 2020 in southwestern China, and anthropogenic forcings have roughly doubled the likelihood of such heavy rainfall.""",https://www.ametsoc.org/ams/assets/File/publications/EEEin2020/18_Qian_210233_final.pdf,2020
530,451,"Atmospheric river that contributed to California's Oroville Dam crisis, February 2017",Rain & flooding,More severe or more likely to occur,"""We estimate that climate change to date results in ~11% and ~15% increase in precipitation over the Feather River Basin in northern California for the first and second pulses.""",https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2021EF002537,2017
531,452,"British Columbia floods, November 2021",Rain & flooding,More severe or more likely to occur,"For two-day rainfall, ""the probability of events at least this large has been increased by a best estimate of 45% by human-induced climate change.""",https://www.sciencedirect.com/science/article/pii/S2212094722000287,2021
532,453,"Global trends in extreme 1- and 5-day rainfall, 1950-2014",Rain & flooding,More severe or more likely to occur,"""The influence of anthropogenic forcings on extreme precipitation is detected over the global land area, three continental regions (the western Northern Hemisphere, western Eurasia, and eastern Eurasia), and many smaller IPCC regions.""",https://journals.ametsoc.org/view/journals/clim/35/1/JCLI-D-21-0028.1.xml,1950-2014
533,454,"Seasonal rainfall extremes in Europe, 1901-2018",Rain & flooding,More severe or more likely to occur,"""[T]he models suggest that human influence alters characteristics of seasonal extremes, with the frequency of high precipitation extremes increasing everywhere except the Mediterranean basin.""",https://journals.ametsoc.org/view/journals/clim/aop/JCLI-D-21-0637.1/JCLI-D-21-0637.1.xml,1901-2018
534,Rapid study.  455,"Devastating flooding in eastern South Africa, April 2022",Rain & flooding,More severe or more likely to occur,"""We conclude that greenhouse gas and aerosol emissions are (at least in part) responsible for the observed increases [in rainfall].""",https://www.worldweatherattribution.org/climate-change-exacerbated-rainfall-causing-devastating-flooding-in-eastern-south-africa/,2022
535,456,Record-breaking mei-yu rainfall of 2020,Rain & flooding,"Decrease, less severe or less likely to occur","""The record-breaking mei-yu rainfall amount of 2020 around the Yangtze River decreased by approximately 9.2%–14.1% due to the post-1980 regional climate change in Asia.""",https://www.ametsoc.org/ams/assets/File/publications/EEEin2020/13_Hu_210187.pdf,2020
536,457,Record-breaking June-July mei-yu rainfall in 2020,Rain & flooding,"Decrease, less severe or less likely to occur","""Anthropogenic forcing has approximately halved the probability of 2020 June–July persistent heavy mei-yu rainfall event based on HadGEM3-GA6 simulations without considering the COVID-induced aerosol emission reduction.""",https://www.ametsoc.org/ams/assets/File/publications/EEEin2020/14_Tang_210167.pdf,2020
537,458,Record-breaking mei-yu in the Yangtze River Valley in 2020,Rain & flooding,"Decrease, less severe or less likely to occur","""Anthropogenic forcing has likely reduced the probability of the 2020 June–July mei-yu in the Yangtze River Valley by approximately 54%; however, the anomalous circulation of 2020 favoured the occurrence of heavy precipitation.""",https://www.ametsoc.org/ams/assets/File/publications/EEEin2020/16_Sun_210161.pdf,2020
538,Rapid study.  459,"Catastrophic floods and landslides in eastern north-east Brazil, May 2022",Rain & flooding,Insufficient data/inconclusive,"""[A]ll models exhibit systematic errors in precipitation magnitudes…We can therefore not quantify the role of climate change in the observed increase in likelihood and intensity.""",https://www.worldweatherattribution.org/climate-change-increased-heavy-rainfall-hitting-vulnerable-communities-in-eastern-northeast-brazil/,2022
539,460,"Winter storm Filomena, January 2021",Storm,More severe or more likely to occur,"""We can state that the results are in line with the expected climate-change trends.""",https://doi.org/10.5194/wcd-3-1311-2022,2021
540,460,"Mediterranean heatwave, August 2021",Heat,More severe or more likely to occur,"""In summary, our analysis…shows the predominance of the thermodynamic effects of climate change on the heatwave, with a clear warming signal in the analogues, which is higher than that of the global average.""",https://doi.org/10.5194/wcd-3-1311-2022,2021
541,460,"Westphalia floods, July 2021",Rain & flooding,Insufficient data/inconclusive,"""[A]ttributing this event to climate change requires disentangling the possible role of AMO versus global warming.""",https://doi.org/10.5194/wcd-3-1311-2022,2021
542,460,"Exceptional cold spell in France, spring 2021","Cold, snow & ice","Decrease, less severe or less likely to occur","""We can conclude that this cold spell would have led to temperatures 2-4C colder without anthropogenic forcing.""",https://doi.org/10.5194/wcd-3-1311-2022,2021
543,460,"Scandinavian cold spell, November 2021","Cold, snow & ice",No discernible human influence,"""[T]he atmospheric configuration driving cold spells such as the November 2021 episode has not become more unusual with climate change and that the intensity of the cold spells engendered by similar atmospheric configurations has not weakened significantly.""",https://doi.org/10.5194/wcd-3-1311-2022,2021
544,460,"Po Valley tornado outbreak, September 2021",Storm,More severe or more likely to occur,"""Our analysis…shows a clear increase in temperature of the analogues of this event in the factual period. This is compatible with the occurrence of more favorable environments for tornadoes due to climate change.""",https://doi.org/10.5194/wcd-3-1311-2022,2021
545,460,"Hurricane Ida, August 2021",Storm,Insufficient data/inconclusive,"""[I]t is hard to disentangle changes in the type of events that would occur in the area and the impact of climate change on each type of event.""",https://doi.org/10.5194/wcd-3-1311-2022,2021
546,460,"Medicane Apollo, October 2021",Storm,Insufficient data/inconclusive,"""Our analysis highlights the potential intensification of precipitation associated with cyclones around the island of Sicily…However, we point to the black swan nature of this storm compared to its analogues and therefore to a careful interpretation of the attribution results/""",https://doi.org/10.5194/wcd-3-1311-2022,2021
547,461,"Kenya's extreme March-April-May rainfall, 2012",Rain & flooding,No discernible human influence,"""We find a shift towards intensification of extreme rainfall in today's climate, although these increases are not in all cases statistically distinguishable from our estimates of magnitudes in the preindustrial climate.""",https://doi.org/10.1016/j.wace.2022.100529,2012
548,461,"Kenya's extreme March-April-May rainfall, 2016",Rain & flooding,No discernible human influence,"""We find a shift towards intensification of extreme rainfall in today's climate, although these increases are not in all cases statistically distinguishable from our estimates of magnitudes in the preindustrial climate.""",https://doi.org/10.1016/j.wace.2022.100529,2016
549,461,"Kenya's extreme March-April-May rainfall, 2018",Rain & flooding,No discernible human influence,"""We find a shift towards intensification of extreme rainfall in today's climate, although these increases are not in all cases statistically distinguishable from our estimates of magnitudes in the preindustrial climate.""",https://doi.org/10.1016/j.wace.2022.100529,2018
550,411,"Cold extremes over Asia's mid-high latitudes, 1979-2014","Cold, snow & ice","Decrease, less severe or less likely to occur","""Briefly, the increased anthropogenic activity has exacerbated the warm extremes and soothed the cold extremes over the mid–high latitudes of Asia during the past decades.""",https://doi.org/10.1002/joc.7753,1979-2014
551,462,"Global decrease in diurnal temperature range, 1901-2014","Cold, snow & ice","Decrease, less severe or less likely to occur","""Globally, anthropogenic influence is estimated to explain more than 90% of the observed changes.""",https://doi.org/10.1175/JCLI-D-21-0928.1,1901-2014
552,462,"China decrease in diurnal temperature range, 1901-2014","Cold, snow & ice","Decrease, less severe or less likely to occur","""In China, human influence is also clearly detected, although model simulated results on the regional scale have larger deviation.""",https://doi.org/10.1175/JCLI-D-21-0928.1,1901-2014
553,463,January 2021 cold air outbreak over eastern China,"Cold, snow & ice","Decrease, less severe or less likely to occur","""It is characterized as a weakened cold event that would have been more severe with less anthropogenic warming.""",https://doi.org/10.1175/BAMS-D-21-0143.1,2021
554,416,"Cold discomfort days in China, 1961-2014","Cold, snow & ice","Decrease, less severe or less likely to occur","""Further, the impacts of GHG and anthropogenic forcings on the HDDs (CDDs) are detectable over China, except for central and eastern China.""",https://doi.org/10.1007/s00376-021-1168-x,1961-2014
555,464,Cold air outbreak over eastern China in January 2021,"Cold, snow & ice","Decrease, less severe or less likely to occur","""A cold air outbreak swept across eastern China in January 2021. It is characterized as a weakened cold event that would have been more severe with less anthropogenic warming.""",https://www.ametsoc.org/ams/assets/File/publications/EEEin2020/9_Li_210143.pdf,2021
556,465,Exceptional cold spell over north-east China in April 2020,"Cold, snow & ice","Decrease, less severe or less likely to occur","""Human-induced thermodynamic effects have declined the likelihood of April 2020-like cold spells over Northeast China by ~80%, but such events tend to be triggered by more intense dynamical factors.""",https://www.ametsoc.org/ams/assets/File/publications/EEEin2020/11_Yu_210175.pdf,2020
557,466,"North-west Pacific marine heatwave, 2021",Oceans,More severe or more likely to occur,"""The 2021 north-west Pacific marine heatwave was favored by the atmospheric and oceanic conditions; changes in the mean climate due to anthropogenic warming made the event 43 times more likely.""",https://ametsoc.net/eee/2021_22/AcceptedMS_BAMS-D-22-0142.pdf,2021
558,467,"North-east Pacific marine heatwave, 2019-21",Oceans,More severe or more likely to occur,"""Forcing by elevated greenhouse gases levels has virtually certainly caused the multi-year persistent 2019–2021 marine heatwave.""",https://doi.org/10.1038/s43247-022-00461-2,2019-21
559,468,"Tropical cyclone heavy rainfall over coastal east Asia, 1961-2015",Storm,More severe or more likely to occur,"""[A]nthropogenic impacts have already significantly altered the [tropical cyclone]-induced heavy rainfall pattern in the WNP region.""",https://doi.org/10.1038/s41558-022-01344-2,1961-2015
560,469,"Atlantic tropical cyclone activity, 1982-2020",Storm,More severe or more likely to occur,"""Our findings…illustrate how anthropogenic climate change has contributed to a decisive increase in Atlantic tropical cyclone season activity.""",https://doi.org/10.5194/wcd-3-471-2022,1982-2020
561,470,"Extreme atlantic hurricane season, 2020",Storm,More severe or more likely to occur,"""For the year 2020, our results suggest that such an exceptionally intense [hurricane] season might have been made twice as likely by ocean surface warming.""",https://wcd.copernicus.org/articles/3/471/2022/,2020
562,471,"Hurricane Harvey flooding in Texas, 2017",Storm,More severe or more likely to occur,"""30-50% of the flooded properties would not have flooded without climate change.""",https://www.nature.com/articles/s41467-022-31056-2,2017
563,472,"North Atlantic hurricane season extreme rainfall, 2020",Storm,More severe or more likely to occur,"""[H]uman-induced climate change increased the extreme 3-hourly storm rainfall rates and extreme 3-day accumulated rainfall amounts during the full 2020 hurricane season for observed storms that are at least tropical storm strength (>18 m/s) by 10 and 5%, respectively.""",https://www.nature.com/articles/s41467-022-29379-1,2020
564,473,"Rising proportion of major tropical cyclones, 1978-2017",Storm,More severe or more likely to occur,"""The proportion of major tropical cyclones to the total number of storms (category 1–5) exhibits a statistically significant multidecadal upward trend, which is attributed to a global sea surface warming.""",https://www.sciencedirect.com/science/article/pii/S1007570421004779,1978-2017
565,474,"Flooding in Madagascar, Mozambique & Malawi associated with tropical cyclones, 2022",Storm,More severe or more likely to occur,"""We conclude that greenhouse gas and aerosol emissions are in part responsible for the observed increases [in rainfall].""",https://www.worldweatherattribution.org/climate-change-increased-rainfall-associated-with-tropical-cyclones-hitting-highly-vulnerable-communities-in-madagascar-mozambique-malawi/,2022
566,468,"Tropical cyclone heavy rainfall over southern parts of the western North Pacific , 1961-2016",Storm,"Decrease, less severe or less likely to occur","""[A]nthropogenic impacts have already significantly altered the TC-induced heavy rainfall pattern in the WNP region.""",https://doi.org/10.1038/s41558-022-01344-2,1961-2016
567,475,"Cape Town wildfire, April 2021",Wildfire,More severe or more likely to occur,"""CMIP6 models suggest that extreme fire weather associated with the April 2021 Cape Town wildfire has become 90% more likely in a warmer world.""",https://ametsoc.net/eee/2021_22/AcceptedMS_BAMS-D-22-0204.pdf,2021
568,476,Siberia wildfires of 2020,Wildfire,More severe or more likely to occur,"""The meteorological conditions that coincided with extreme wildfires in Siberia during 2020 were up to 80% more likely than a century ago as a result of global warming.""",https://www.ametsoc.org/ams/assets/File/publications/EEEin2020/8_Eden_210168.pdf,2020
569,477,"Severe autumn fire weather on US west coast, 2017-18",Wildfire,More severe or more likely to occur,"""These findings illustrate that anthropogenic climate change is exacerbating autumn fire weather extremes that contribute to high-impact catastrophic fires in populated regions of the western US.""",https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2021GL095496,2017-18
570,478,"California & Nevada, compound rainfall and temperature extremes, 2021",Compound,More severe or more likely to occur,"""Anthropogenically forced-warming and La Niña forced-precipitation deficits caused at least a sixfold risk increase for compound extreme low precipitation and high temperature in California–Nevada from October 2020 to September 2021.""",https://journals.ametsoc.org/view/journals/bams/103/12/BAMS-D-22-0112.1.xml,2021
571,479,"Increasing compound dry and hot events in China, 1931-2010",Compound,More severe or more likely to occur,"""Anthropogenic forcing is shown to contribute to the high likelihood of CDHEs in recent decades over most parts of China.""",https://doi.org/10.1002/joc.7473,1931-2010
572,480,"Global concurrent warm and dry months, 1850-2014",Compound,More severe or more likely to occur,"""At the global scale, the likelihood of compound warm-dry months has increased 2.7 times due to anthropogenic emissions.""",https://doi.org/10.1029/2021WR030411,1850-2014
573,481,"Hot and dry years in South Africa's Western Cape, 2015-17",Compound,More severe or more likely to occur,"""Overall, we conclude that anthropogenic climate change has strongly contributed to the recent hot years in the Western Cape region and it had moderate influence on their dryness.""",https://doi.org/10.1175/BAMS-D-21-0116.1,2015-17
574,481,"Co-occurring droughts in Lesotho and South Africa, 1992",Compound,More severe or more likely to occur,"""Overall, we conclude that there is some evidence that anthropogenic climate change contributed to the extreme droughts in 1992 and 2007 in Lesotho and South Africa, and to their co-occurrence.""",https://doi.org/10.1175/BAMS-D-21-0116.1,1992
575,481,"Co-occurring droughts in Lesotho and South Africa, 2007",Compound,More severe or more likely to occur,"""Overall, we conclude that there is some evidence that anthropogenic climate change contributed to the extreme droughts in 1992 and 2007 in Lesotho and South Africa, and to their co-occurrence.""",https://doi.org/10.1175/BAMS-D-21-0116.1,2007
576,482,"North-eastern China summer compound hot and dry events, 1961-2014",Compound,More severe or more likely to occur,"""[A]nthropogenic greenhouse gases dominantly contribute to the observed change.""",https://doi.org/10.1007/s13351-022-1112-8,1961-2014
577,483,Record-breaking warm and wet winter 2019/20 over north-west Russia,Compound,More severe or more likely to occur,"""CMIP6 simulations suggest that the 2019/20 extremely warm and wet winter over northwest Russia would have been extremely unlikely without human influence despite a strong positive phase of the NAO.""",https://www.ametsoc.org/ams/assets/File/publications/EEEin2020/Kam_210148_final.pdf,2019
578,484,Successive hot-wet extremes in South Korean summer of 2020,Compound,More severe or more likely to occur,"""Greenhouse gas forcing has significantly increased the risk for successive hot-wet extremes as observed over South Korea in summer 2020, through intensifying hot extremes while hardly affecting wet extremes.""",https://www.ametsoc.org/ams/assets/File/publications/EEEin2020/15_Min_210144.pdf,2020
579,485,"Summer hot compound events in China, 1965-2014",Compound,More severe or more likely to occur,"""Anthropogenic (ANT) forcing can be robustly detected and separated from the response to natural (NAT) forcing in the frequency and intensity trends of compound hot events over China.""",https://iopscience.iop.org/article/10.1088/1748-9326/ac4d4e,1965-2014
580,486,"Global increases in compound dry and hot events, 1901–2010",Compound,More severe or more likely to occur,"""We find anthropogenic influences have increased the risk of compound dry and hot events in large regions across the globe except for parts of Eurasia and North America.""",https://iopscience.iop.org/article/10.1088/1748-9326/ac43e0,1901
581,487,"Ecomomic damages caused by extreme rainfall from Typhoon Hagibis, 2019",Impact,More severe or more likely to occur,"""Our conservative estimate is that ~$4bn of the damages due to the extreme heavy rainfall associated with Typhoon Hagibis are due to human-induced climate change.""",https://link.springer.com/article/10.1007/s10584-022-03344-9,2019
582,488,"Extremely early cherry tree flowering in Kyoto, 2021",Impact,More severe or more likely to occur,"""Extremely early flowering dates, as in 2021, would be rare without human influence, but are now estimated to be 15 times more likely, and are expected to occur at least once a century.""",https://iopscience.iop.org/article/10.1088/1748-9326/ac6bb4,2021
583,489,"Iran heatwaves, 1977 to 2019",Heat,More severe or more likely to occur,"""These findings suggest that anthropogenic global warming and associated climate change are main reasons for heatwave occurrence over Iran.""",https://doi.org/10.1029/2023EF003995,1977
584,490,"Global extreme temperatures, 2018",Heat,More severe or more likely to occur,"""For the year 2018, increased anthropogenic forcings are mostly responsible for increased risk to extreme [temperature] affecting [94%] of global population and [97%] of global GDP relative to the baseline period 1961-1990.""",https://doi.org/10.1038/s41598-022-27220-9,2018
585,491,"China extreme temperatures, 1960-2020",Heat,More severe or more likely to occur,"""The results show that [greenhouse gases are] the main driver of extreme temperature changes in China.""",https://doi.org/10.1016/j.atmosres.2023.106845,1960-2020
586,492,"Increased summer European heatwaves, 1980–2021",Heat,More severe or more likely to occur,"""It is found that [greenhouse gas]-induced warming contributes to ∼57% of the European heatwave trend over 1980-2021.""",https://doi.org/10.1029/2023EF003701,1980
587,493,"South American heatwave, 2022",Heat,More severe or more likely to occur,"""Human-caused climate change made the event about 60 times more likely""",https://doi.org/10.1007/s10584-023-03576-3,2022
588,494,"Northern hemisphere extreme heatwaves, 1951-2020",Heat,More severe or more likely to occur,"""Human-induced [greenhouse gas] forcings are found to be the leading cause of the proportion increases in the large-area and long duration-large-area events after 1989.""",https://doi.org/10.1007/s00382-022-06649-8,1951-2020
589,495,"Madagascar extreme temperatures, 1950-2018",Heat,More severe or more likely to occur,"""In a nutshell, most observed changes are attributed to [greenhouse gases] and [anthropogenic] forcings.""",https://doi.org/10.1002/joc.8065,1950-2018
590,496,"Global concurrent temperature extremes, 1901-2020",Heat,More severe or more likely to occur,"""Historical anthropogenic forcing has strengthened the concurrence of temperature extremes over 56% of 946 global paired regions, particularly in the tropics.""",https://doi.org/10.1126/sciadv.abo1638,1901-2020
591,497,"Eastern China hot extremes, 1958-2020",Heat,More severe or more likely to occur,"""These results indicate a dominant role played by anthropogenic forcing in the extreme temperature changes.""",https://doi.org/10.1016/j.aosl.2023.100332,1958-2020
592,498,"Global hot extremes, 1981-2020",Heat,More severe or more likely to occur,"""Our attribution analysis revealed anthropogenic forcings are robustly detectable and the main drivers of observed changes in all indices for all regions.""",https://doi.org/10.1016/j.wace.2023.100548,1981-2020
593,Rapid study.  499,"Madagascar heatwave, October 2023",Heat,More severe or more likely to occur,"""Because of human-induced climate change the event would have been approx. 1 to 2C cooler for all three event definitions had humans not warmed the planet by burning fossil fuels.""",https://www.worldweatherattribution.org/extreme-poverty-rendering-madagascar-highly-vulnerable-to-underreported-extreme-heat-that-would-not-have-occurred-without-human-induced-climate-change/,2023
594,Rapid study.  500,"Early spring heat, South America, 2023",Heat,More severe or more likely to occur,"""The event would have been 1.4 to 4.3C cooler had humans not warmed the planet by burning fossil fuels""",https://www.worldweatherattribution.org/strong-influence-of-climate-change-in-uncharacteristic-early-spring-heat-in-south-america/,2023
595,Rapid study.  501,"North America extreme heat, July 2023",Heat,More severe or more likely to occur,"""A heatwave of the same likelihood as the one observed today would have been significantly cooler in a world without climate change""",https://www.worldweatherattribution.org/extreme-heat-in-north-america-europe-and-china-in-july-2023-made-much-more-likely-by-climate-change/,2023
596,Rapid study.  501,"Europe extreme heat, July 2023",Heat,More severe or more likely to occur,"""A heatwave of the same likelihood as the one observed today would have been significantly cooler in a world without climate change""",https://www.worldweatherattribution.org/extreme-heat-in-north-america-europe-and-china-in-july-2023-made-much-more-likely-by-climate-change/,2023
597,Rapid study.  501,"China extreme heat, July 2023",Heat,More severe or more likely to occur,"""A heatwave of the same likelihood as the one observed today would have been significantly cooler in a world without climate change""",https://www.worldweatherattribution.org/extreme-heat-in-north-america-europe-and-china-in-july-2023-made-much-more-likely-by-climate-change/,2023
598,Rapid study.  502,"Bangladesh & India extreme humid heat, April 2023",Heat,More severe or more likely to occur,"""The combined results give an increase in the likelihood of such an event to occur of at least a factor of 30 over India and Bangladesh due to human-induced climate change.""",https://www.worldweatherattribution.org/extreme-humid-heat-in-south-asia-in-april-2023-largely-driven-by-climate-change-detrimental-to-vulnerable-and-disadvantaged-communities/,2023
599,Rapid study.  502,"Thailand & Laos extreme humid heat, April 2023",Heat,More severe or more likely to occur,"""An event of the same magnitude as the observed heatwave would have been extremely rare in a 1.2C cooler climate and hence it would have been virtually impossible to have occurred without climate change.""",https://www.worldweatherattribution.org/extreme-humid-heat-in-south-asia-in-april-2023-largely-driven-by-climate-change-detrimental-to-vulnerable-and-disadvantaged-communities/,2023
600,Rapid study.  503,"Morocco & Algeria extreme heat, April 2023",Heat,More severe or more likely to occur,"""Extreme April heat in Spain, Portugal, Morocco & Algeria almost impossible without climate change""",https://www.worldweatherattribution.org/extreme-april-heat-in-spain-portugal-morocco-algeria-almost-impossible-without-climate-change/,2023
601,Rapid study.  503,"Spain & Portugal extreme heat, April 2023",Heat,More severe or more likely to occur,"""Extreme April heat in Spain, Portugal, Morocco & Algeria almost impossible without climate change""",https://www.worldweatherattribution.org/extreme-april-heat-in-spain-portugal-morocco-algeria-almost-impossible-without-climate-change/,2023
602,504,"India and Pakistan spring heatwave, 2022",Heat,More severe or more likely to occur,"""We estimate that human-caused climate change made this heatwave about 1C hotter and 30 times more likely in the current, 2022 climate, as compared to the 1.2C cooler, pre-industrial climate.""",https://iopscience.iop.org/article/10.1088/2752-5295/acf4b6,2022
603,505,"Antarctic heatwave, March 2022",Heat,More severe or more likely to occur,"""The heatwave was made 2C warmer by climate change.""",https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2023GL104910,2022
604,506,"Yangtze River basin summer heat extremes, 2022",Heat,Insufficient data/inconclusive,"""[S]uch an anomaly circulation pattern likely resulted from internalvariability in the atmosphere and underlying surface conditions. However, anthropogenic climate change may have already slightly increased the chance of such events.""",https://doi.org/10.1029/2023GL104269,2022
605,507,"South-west Western Australia cool season driest 20-years on record, 2001-20",Drought,More severe or more likely to occur,"""In the more recent period (2001–2020), the signal of global warming is very clear, as the [multi-model mean] 20-year averages are more than two standard deviations drier than the multi-model preindustrial decadal variability.""",https://doi.org/10.1038/s41598-023-48877-w,2001-20
606,508,"Norway floods, 2010s",Rain & flooding,More severe or more likely to occur,"""The comparisons of the historical extreme events under factual and counterfactual conditions show that more than 65% of floods and droughts in the 2010s could have been magnified by climate change.""",https://doi.org/10.1007/s10584-023-03615-z,
607,508,"Norway droughts, 2010s",Drought,More severe or more likely to occur,"""The comparisons of the historical extreme events under factual and counterfactual conditions show that more than 65% of floods and droughts in the 2010s could have been magnified by climate change.""",https://doi.org/10.1007/s10584-023-03615-z,
608,509,"Eastern China extreme drought, 2019",Drought,More severe or more likely to occur,"""The authors…found that the occurrence probability of a 2019Drought-like event increased by eight times due to anthropogenic forcing.""",https://doi.org/10.1016/j.aosl.2022.100296,2019
609,510,"Marathwada summer drought, 2015",Drought,More severe or more likely to occur,"""Highly unlikely in a world without anthropogenic climate change (1-in-256 year), the event is found to be frequent (1-in-38 year) in the actual world. """,https://doi.org/10.1016/j.wace.2022.100546,2015
610,511,"China droughts, 1961-2014",Drought,More severe or more likely to occur,"""[Anthropogenic climate change] enhanced the drought frequency ∼15.3%, drought duration ∼4.7 months, drought intensity ∼9.74, respectively, averagely over China.""",https://doi.org/10.1016/j.jhydrol.2022.129008,1961-2014
611,Rapid study.  512,"Syria, Iraq & Iran drought, 2020-23",Drought,More severe or more likely to occur,"""Human-induced climate change has increased the intensity of such a drought such that it would not have been classified as a drought in a 1.2C cooler world""",https://www.worldweatherattribution.org/human-induced-climate-change-compounded-by-socio-economic-water-stressors-increased-severity-of-drought-in-syria-iraq-and-iran/,2020-23
612,Rapid study.  513,"Horn of Africa drought, 2021-22",Drought,More severe or more likely to occur,"""Climate change has made events like the current drought much stronger and more likely; a conservative estimate is that such droughts have become about 100 times more likely.""",https://www.worldweatherattribution.org/human-induced-climate-change-increased-drought-severity-in-southern-horn-of-africa/,2021-22
613,Rapid study.  514,"Sahel drought, 2021",Drought,Insufficient data/inconclusive,"""The large uncertainties in the observational data and subsequent difficulties in assessing climate models mean it is not possible to assess whether there is no climate change signal or whether we cannot detect it.""",https://www.worldweatherattribution.org/food-crisis-in-central-sahel-in-2022-driven-by-chronic-vulnerability-with-uncertain-role-of-climate-change/,2021
614,515,"Summer extreme rainfall in east China, 2020",Rain & flooding,More severe or more likely to occur,"""The greenhouse gas emissions from human activities increase the likelihood of both [month-scale precipitation and corresponding RX1day extreme events], leading to decreases in the return period for summer 2020-like events.""",https://doi.org/10.1002/joc.8260,2020
615,516,"Pearl River delta extreme rainfall, December 2013",Rain & flooding,More severe or more likely to occur,"""Our results indicate that anthropogenic warming has intensified this wintertime rainstorm by 17%.""",https://doi.org/10.1007/s00382-023-06869-6,2013
616,490,"Global extreme rainfall, 2018",Rain & flooding,More severe or more likely to occur,"""For the year 2018, increased anthropogenic forcings are mostly responsible for increased risk to extreme [precipitation] affecting [72%] of global population and [76%] of global GDP relative to the baseline period 1961-1990.",https://doi.org/10.1038/s41598-022-27220-9,2018
617,517,"Yangtze River valley extreme rainfall, 2020",Rain & flooding,More severe or more likely to occur,"""The higher occurrence likelihood of circulation patterns conducive to precipitation in all forcing experiment than that in natural forcing proves that the extreme precipitation in the YRV in 2020 is attributable to human-induced climate change.""",https://doi.org/10.1007/s00382-023-06752-4,2020
618,518,"Western Europe heavy rainfall & flooding, 2021",Rain & flooding,More severe or more likely to occur,"""Anthropogenic climate change has already increased the intensity of the maximum 1-day rainfall event in the summer season by 3–19 %. The likelihood of such an event to occur today compared to a 1.2 C cooler climate has increased by a factor of 1.2–9""",https://doi.org/10.1007/s10584-023-03502-7,2021
619,519,"Central China record-breaking extreme rainfall, July 2021",Rain & flooding,"Decrease, less severe or less likely to occur","""Anthropogenic climate change contributed to [+47%] of the [decrease] in the occurrence probability of the 2021 extreme precipitation events in [central] China.""",https://doi.org/10.1029/2023EF003613,2021
620,519,"Eastern China record-breaking extreme rainfall, July 2021",Rain & flooding,More severe or more likely to occur,"""Anthropogenic climate change contributed to [+55%] of the [increase] in the occurrence probability of the 2021 extreme precipitation events in [eastern] China.""",https://doi.org/10.1029/2023EF003613,2021
621,520,"Henan extreme rainfall, July 2021",Rain & flooding,More severe or more likely to occur,"""Our results showed that the regional-average magnitude of the 48h accumulated rainfall during the [event] was increased by 5.7%…while the area of extreme rainfall (⩾500 mm) increased by 29.9%…as a result of anthropogenic climate change.""",https://doi.org/10.1088/1748-9326/acfccd,2021
622,Rapid study.  521,"Horn of Africa flooding, October-December 2023",Rain & flooding,More severe or more likely to occur,"""Due to the warming of 1.2C up till now, the magnitude of rainfall has also approximately doubled.""",https://www.worldweatherattribution.org/climate-change-indian-ocean-dipole-compounding-natural-hazards-and-high-vulnerability-increased-severity-of-flooding-in-the-horn-of-africa/,2023
623,Rapid study.  522,"Bulgaria & Turkey extreme rainfall, September 2023",Rain & flooding,More severe or more likely to occur,"""We find that human-induced climate change made an event as extreme as the one observed up to 10 times more likely and up to 40% more intense.""",https://www.worldweatherattribution.org/interplay-of-climate-change-exacerbated-rainfall-exposure-and-vulnerability-led-to-widespread-impacts-in-the-mediterranean-region/,2023
624,Rapid study.  522,"Libya extreme rainfall, September 2023",Rain & flooding,More severe or more likely to occur,"""An event as extreme as the one observed over Libya has become up to 50 times more likely and up to 50% more intense compared to a 1.2C cooler climate.""",https://www.worldweatherattribution.org/interplay-of-climate-change-exacerbated-rainfall-exposure-and-vulnerability-led-to-widespread-impacts-in-the-mediterranean-region/,2023
625,523,"Pakistan flooding, August 2022",Rain & flooding,More severe or more likely to occur,"""5-day maximum rainfall over the provinces Sindh and Balochistan is now about 75% more intense than it would have been had the climate not warmed by 1.2C, whereas the 60-day rain across the basin is now about 50% more intense.""",https://iopscience.iop.org/article/10.1088/2752-5295/acbfd5,2022
626,496,"Global concurrent rainfall extremes, 1901-2020",Rain & flooding,No discernible human influence,"""Historical anthropogenic forcing has strengthened the concurrence of temperature extremes over 56% of 946 global paired regions…but has not yet significantly affected concurrent precipitation extremes.""",https://doi.org/10.1126/sciadv.abo1638,1901-2020
627,Rapid study.  524,"Italy heavy rainfall, May 2023",Rain & flooding,No discernible human influence,"""Of the 19 models used, none of them show a significant change in the likelihood or intensity of such an event to occur. This suggests that in contrast to most parts of the world, there is indeed no detectable increase in heavy rainfall in the Emilia-Romagna region in spring.""",https://www.worldweatherattribution.org/limited-net-role-for-climate-change-in-heavy-spring-rainfall-in-emilia-romagna/,2023
628,Rapid study.  525,"Lake Kivu flooding, May 2023",Rain & flooding,Insufficient data/inconclusive,"""The scarcity of data does not allow us to draw any conclusions on the role of climate change in the floods today.""",https://www.worldweatherattribution.org/limited-data-prevent-assessment-of-role-of-climate-change-in-deadly-floods-affecting-highly-vulnerable-communities-around-lake-kivu/,2023
